ID,CardName,CardTexture,CardColor,CardAttributes,CanUsePosition,RecommendSchool,IsShowInHandBook,ResolveAmount,ExpendZeny,CardLevelType,SortId,CardCollectAttr,TakeoutConsume,SyntheticConsume,LocalizationArea,AwakeningCardID,AwakeningConsume,StarConsume,StarAddAttr
404001601,觉醒：蛙王卡片,MonsterCard/UI_MonsterCard_Wawang.jpg,1,0=53=5|0=20=3|1=510022182=0,4,,0,0,0,,,,,,,4040016,,1=30000051=200|2=4040016=1|3=4040016=2,1=0=20=3|2=1=530122101=0|3=0=65=200
404001701,觉醒：兽人婴儿卡片,MonsterCard/UI_MonsterCard_Shourenyinger.jpg,2,0=53=5|0=186=1500,4,,0,0,0,,,,,,,4040017,,1=30000051=200|2=4040017=1|3=4040017=2,1=0=53=5|2=0=186=200|3=0=186=300
404001801,觉醒：兽人腐尸卡片,MonsterCard/UI_MonsterCard_Shourenfushi.jpg,2,0=190=1500,4,,0,0,0,,,,,,,4040018,,1=4040018=1|2=4040018=2|3=4040018=4,1=0=190=100|2=0=190=150|3=0=190=250
404001901,觉醒：麦斯特卡片,MonsterCard/UI_MonsterCard_Maisite.jpg,2,0=191=1500,4,,0,0,0,,,,,,,4040019,,1=4040019=1|2=4040019=2|3=4040019=4,1=0=191=100|2=0=191=150|3=0=191=250
404002001,觉醒：南瓜先生卡片,MonsterCard/UI_MonsterCard_Nanguaxiansheng.jpg,2,0=184=1500,4,,0,0,0,,,,,,,4040020,,1=4040020=1|2=4040020=2|3=4040020=4,1=0=184=100|2=0=184=150|3=0=184=250
404002101,觉醒：九尾狐卡片,MonsterCard/UI_MonsterCard_Jiuweihu.jpg,1,0=18=3|0=53=10,4,,0,0,0,,,,,,,4040021,,1=30000051=200|2=4040021=1|3=4040021=2,1=0=53=5|2=0=18=1|3=0=18=2
404002201,觉醒：傀儡娃娃卡片,MonsterCard/UI_MonsterCard_Kuileiwawa.jpg,2,0=189=1500,4,,0,0,0,,,,,,,4040022,,1=4040022=1|2=4040022=2|3=4040022=4,1=0=189=100|2=0=189=150|3=0=189=250
404002301,觉醒：伞蜥卡片,MonsterCard/UI_MonsterCard_Sanxi.jpg,2,0=16=3|0=84=-300,4,,0,0,0,,,,,,,4040023,,1=4040023=1|2=4040023=2|3=4040023=4,1=0=16=2|2=0=84=-50|3=0=84=-150
404002401,觉醒：幽灵剑士卡片,MonsterCard/UI_MonsterCard_Youlingjianshi.jpg,3,0=186=2000,4,,0,0,0,,,,,,,4040024,,1=30000051=200|2=4040024=1|3=4040024=2,1=0=186=100|2=0=186=150|3=0=186=250
404002501,觉醒：朽魔卡片,MonsterCard/UI_MonsterCard_xiumo.jpg,2,1=510029151=0,4,,0,0,0,,,,,,,4040025,,1=4040025=1|2=4040025=2|3=4040025=4,1=1=530129101=0|2=1=530229102=0|3=1=530329103=0
404002601,觉醒：长者魔导士卡片,MonsterCard/UI_MonsterCard_xielingzhanglao.jpg,3,0=186=1500|1=510029959=0,4,,0,0,0,,,,,,,4040026,,1=30000051=200|2=4040026=1|3=4040026=2,1=0=186=200|2=0=186=300|3=1=530129901=0
405000101,觉醒：苍蝇卡片,MonsterCard/UI_MonsterCard_Cangying.jpg,1,0=18=1|0=53=2,5,,0,0,0,,,,,,,4050001,,1=4050001=1|2=4050001=3|3=4050001=6,1=0=53=2|2=0=48=50|3=0=48=100
405000201,觉醒：木乃伊犬卡片,MonsterCard/UI_MonsterCard_Munaiyiquan.jpg,2,0=48=300|0=50=400,5,,0,0,0,,,,,,,4050002,,1=4050002=1|2=4050002=2|3=4050002=4,1=0=48=50|2=0=50=200|3=0=48=150
405000301,觉醒：人鱼士兵卡片,MonsterCard/UI_MonsterCard_Renyushibing.jpg,1,0=78=500|0=48=200|0=76=500,5,,0,0,0,,,,,,,4050003,,1=4050003=1|2=4050003=3|3=4050003=6,1=0=78=200|2=0=48=150|3=0=76=200
405000401,觉醒：黑狐卡片,MonsterCard/UI_MonsterCard_Heihu.jpg,1,0=48=300|0=18=1,5,,0,0,0,,,,,,,4050004,,1=4050004=1|2=4050004=2|3=4050004=4,1=0=48=50|2=0=18=1|3=0=48=150
405000501,觉醒：腐尸卡片,MonsterCard/UI_MonsterCard_Fushi.jpg,1,0=76=1000|0=47=200,5,,0,0,0,,,,,,,4050005,,1=4050005=1|2=4050005=3|3=4050005=6,1=0=76=200|2=0=48=50|3=0=48=100
405000601,觉醒：玛勒盗虫卡片,MonsterCard/UI_MonsterCard_Maledaochong.jpg,1,0=18=2,5,,0,0,0,,,,,,,4050006,,1=4050006=1|2=4050006=3|3=4050006=6,1=0=426=100|2=0=18=1|3=0=426=200
405000701,觉醒：转转蛋卡片,MonsterCard/UI_MonsterCard_Zhuanzhuandan.jpg,1,0=78=800|0=48=200,5,,0,0,0,,,,,,,4050007,,1=4050007=1|2=4050007=3|3=4050007=6,1=0=78=100|2=0=78=300|3=0=48=150
405000801,觉醒：鬼女卡片,MonsterCard/UI_MonsterCard_Guinv.jpg,2,0=78=800|0=48=400,5,,0,0,0,,,,,,,4050008,,1=4050008=1|2=4050008=2|3=4050008=4,1=0=48=50|2=0=48=150|3=0=48=200
405000901,觉醒：虎王卡片,MonsterCard/UI_MonsterCard_Huwang.jpg,4,0=48=-500|1=510019152=0,5,,0,0,0,,,,,,,4050009,,,1=0=48=200|2=0=48=300|3=0=48=500
405001001,觉醒：狂暴月夜猫卡片,MonsterCard/UI_MonsterCard_Kuangbaoyueyemao.jpg,3,0=41=3|0=48=400|1=510019253=0,5,,0,0,0,,,,,,,4050010,,1=30000051=200|2=4050010=1|3=4050010=2,1=0=48=200|2=0=68=200|3=0=68=300
405001101,觉醒：月夜猫卡片,MonsterCard/UI_MonsterCard_Yueyemao.jpg,4,0=74=2000|0=48=500,5,,0,0,0,,,,,,,4050011,,,1=0=48=250|2=0=74=400|3=0=74=600
405001201,觉醒：狂暴野猫卡片,MonsterCard/UI_MonsterCard_Kuangbaoyemao.jpg,2,0=18=2|0=53=5,5,,0,0,0,,,,,,,4050012,,1=4050012=1|2=4050012=2|3=4050012=4,1=0=48=50|2=0=48=150|3=0=48=200
405001301,觉醒：地狱梦魇卡片,MonsterCard/UI_MonsterCard_Diyumengyan.jpg,2,0=18=2|0=48=400|1=510025010=0,5,,0,0,0,,,,,,,4050013,,1=30000051=200|2=4050013=1|3=4050013=2,1=0=48=200|2=0=18=2|3=0=68=300
405001401,觉醒：黑暗之王卡片,MonsterCard/UI_MonsterCard_Heianzhiwang.jpg,4,1=510027232=0|0=48=500,5,,0,0,0,,,,,,,4050014,,,1=0=48=100|2=0=48=150|3=1=530127232=0
405001501,觉醒：腐尸战俘卡片,MonsterCard/UI_MonsterCard_Fushizhanfu.jpg,2,0=48=300|0=216=500,5,,0,0,0,,,,,,,4050015,,1=4050015=1|2=4050015=2|3=4050015=4,1=0=48=50|2=0=48=150|3=0=216=250
405001601,觉醒：绿饼人卡片,MonsterCard/UI_MonsterCard_lvbingren.jpg,2,0=48=300|0=219=500,5,,0,0,0,,,,,,,4050016,,1=4050016=1|2=4050016=2|3=4050016=4,1=0=48=50|2=0=48=150|3=0=219=250
405001701,觉醒：钟怪卡片,MonsterCard/UI_MonsterCard_zhongguai.jpg,3,0=48=400|0=22=2|1=510029252=0,5,,0,0,0,,,,,,,4050017,,1=30000051=200|2=4050017=1|3=4050017=2,1=0=22=3|2=0=48=200|3=0=48=300
405001801,觉醒：时间守护者卡片,MonsterCard/UI_MonsterCard_timeshouhuzhe.jpg,2,0=48=300|1=510029555=0,5,,0,0,0,,,,,,,4050018,,1=4050018=1|2=4050018=2|3=4050018=4,1=0=48=50|2=0=48=150|3=1=530129501=0
405001901,觉醒：受到诅咒的箱子卡片,MonsterCard/UI_MonsterCard_shoudaozuzhou.jpg,2,0=48=400|0=91=400,5,,0,0,0,,,,,,,4050019,,1=4050019=1|2=4050019=2|3=4050019=4,1=0=48=50|2=0=48=150|3=0=91=200
406000101,觉醒：克瑞米卡片,MonsterCard/UI_MonsterCard_Keruimi.jpg,1,4=10007=1,6,,0,0,0,,,,,,,4060001,,1=4060001=1|2=4060001=2|3=4060001=4,1=0=425=40|2=0=425=50|3=0=425=60
406000201,觉醒：溜溜猴卡片,MonsterCard/UI_MonsterCard_Liuliuhou.jpg,1,0=53=2|0=18=1,6,,0,0,0,,,,,,,4060002,,1=4060002=1|2=4060002=3|3=4060002=6,1=0=53=2|2=0=27=5|3=0=22=2
406000301,觉醒：白鼠卡片,MonsterCard/UI_MonsterCard_Baishu.jpg,1,0=27=5|0=36=5,6,,0,0,0,,,,,,,4060003,,1=4060003=1|2=4060003=3|3=4060003=6,1=0=421=4|2=0=421=6|3=0=422=200
406000401,觉醒：魔菇卡片,MonsterCard/UI_MonsterCard_Mogu.jpg,1,0=22=2,6,,0,0,0,,,,,,,4060004,,1=4060004=1|2=4060004=3|3=4060004=6,1=0=22=1|2=0=426=50|3=0=426=150
406000501,觉醒：冰波利卡片,MonsterCard/UI_MonsterCard_Bingboli.jpg,2,0=175=300,6,,0,0,0,,,,,,,4060005,,1=4060005=1|2=4060005=2|3=4060005=4,1=0=175=40|2=0=175=50|3=0=175=60
406000601,觉醒：波波利卡片,MonsterCard/UI_MonsterCard_Boboli.jpg,1,4=10002=1,6,,0,0,0,,,,,,,4060006,,1=4060006=1|2=4060006=3|3=4060006=6,1=0=426=50|2=0=426=100|3=0=426=150
406000701,觉醒：森灵卡片,MonsterCard/UI_MonsterCard_Senling.jpg,1,0=20=2,6,,0,0,0,,,,,,,4060007,,1=4060007=1|2=4060007=3|3=4060007=6,1=0=20=1|2=0=426=50|3=0=426=150
406000801,觉醒：邪骸海盗卡片,MonsterCard/UI_MonsterCard_Xiehaihaidao.jpg,1,0=27=5|0=55=2,6,,0,0,0,,,,,,,4060008,,1=4060008=1|2=4060008=2|3=4060008=4,1=0=55=2|2=0=28=50|3=0=28=100
406000901,觉醒：气泡虫卡片,MonsterCard/UI_MonsterCard_Qipaochong.jpg,2,4=10008=3,6,,0,0,0,,,,,,,4060009,,1=4060009=1|2=4060009=2|3=4060009=4,1=0=425=40|2=0=425=50|3=0=425=60
406001001,觉醒：人鱼卡片,MonsterCard/UI_MonsterCard_Renyu.jpg,2,4=10005=1,6,,0,0,0,,,,,,,4060010,,1=4060010=1|2=4060010=2|3=4060010=4,1=0=425=40|2=0=425=50|3=0=425=60
406001101,觉醒：狸猫卡片,MonsterCard/UI_MonsterCard_Limao.jpg,1,4=10009=1,6,,0,0,0,,,,,,,4060011,,1=4060011=1|2=4060011=2|3=4060011=4,1=0=425=40|2=0=425=50|3=0=425=60
406001201,觉醒：毒魔菇卡片,MonsterCard/UI_MonsterCard_Dumogu.jpg,1,4=10004=3,6,,0,0,0,,,,,,,4060012,,1=4060012=1|2=4060012=3|3=4060012=6,1=0=425=40|2=0=425=50|3=0=425=60
406001301,觉醒：摩卡卡片,MonsterCard/UI_MonsterCard_Moka.jpg,1,0=76=500|0=22=3,6,,0,0,0,,,,,,,4060013,,1=4060013=1|2=4060013=3|3=4060013=6,1=0=22=1|2=0=48=100|3=0=76=200
406001401,觉醒：黑蚁卡片,MonsterCard/UI_MonsterCard_Heiyi.jpg,2,4=10006=1,6,,0,0,0,,,,,,,4060014,,1=4060014=1|2=4060014=2|3=4060014=4,1=0=90=50|2=0=90=100|3=0=90=150
406001501,觉醒：螳螂卡片,MonsterCard/UI_MonsterCard_Tanglang.jpg,1,0=14=2|0=28=100,6,,0,0,0,,,,,,,4060015,,1=4060015=1|2=4060015=2|3=4060015=4,1=0=14=1|2=0=28=50|3=0=28=150
406001601,觉醒：剑鱼卡片,MonsterCard/UI_MonsterCard_Jianyu.jpg,3,0=84=2500|1=510016425=0,6,,0,0,0,,,,,,,4060016,,1=30000051=200|2=4060016=1|3=4060016=2,1=0=84=-400|2=0=84=-600|3=0=84=-1500
406001701,觉醒：邪恶箱卡片,MonsterCard/UI_MonsterCard_Xieexiang.jpg,1,0=36=10|0=84=-200,6,,0,0,0,,,,,,,4060017,,1=4060017=1|2=4060017=2|3=4060017=4,1=0=37=50|2=0=37=100|3=0=84=-100
406001801,觉醒：杰洛米卡片,MonsterCard/UI_MonsterCard_Jieluomi.jpg,1,0=20=3|0=55=2,6,,0,0,0,,,,,,,4060018,,1=4060018=1|2=4060018=2|3=4060018=4,1=0=55=1|2=0=20=2|3=0=55=2
406001901,觉醒：俄塞里斯卡片,MonsterCard/UI_MonsterCard_Esailisi.jpg,3,1=510024606=0,6,,0,0,0,,,,,,,4060019,,,1=0=426=150|2=0=426=250|3=0=426=400
406002001,觉醒：妖道卡片,MonsterCard/UI_MonsterCard_Yaodao.jpg,2,1=510019354=0,6,,0,0,0,,,,,,,4060020,,1=4060020=1|2=4060020=2|3=4060020=4,1=1=530119301=0|2=1=530219302=0|3=1=530319303=0
406002101,觉醒：将军魔碑卡片,MonsterCard/UI_MonsterCard_Jiangjunmobei.jpg,1,0=27=10|0=36=10,6,,0,0,0,,,,,,,4060021,,1=4060021=1|2=4060021=2|3=4060021=4,1=0=422=50|2=0=422=100|3=0=422=150
406002201,觉醒：鬼火卡片,MonsterCard/UI_MonsterCard_Guihuo.jpg,2,4=10003=1,6,,0,0,0,,,,,,,4060022,,1=4060022=1|2=4060022=2|3=4060022=4,1=0=425=40|2=0=425=50|3=0=425=60
406002301,觉醒：兽人弓箭手卡片,MonsterCard/UI_MonsterCard_Shourengongjianshou.jpg,2,1=510025313=0,6,,0,0,0,,,,,,,4060023,,1=4060023=1|2=4060023=2|3=4060023=4,1=1=530125301=0|2=1=530225302=0|3=1=530325303=0
406002401,觉醒：灰森灵卡片,MonsterCard/UI_MonsterCard_Huisenling.jpg,2,1=510023798=0,6,,0,0,0,,,,,,,4060024,,1=4060024=1|2=4060024=2|3=4060024=4,1=1=530123701=0|2=1=530223702=0|3=1=530323703=0
406002501,觉醒：犬妖卡片,MonsterCard/UI_MonsterCard_Quanyao.jpg,3,0=55=4|0=14=2,6,,0,0,0,,,,,,,4060025,,1=4060025=1|2=4060025=2|3=4060025=4,1=0=65=40|2=0=65=50|3=0=65=60
406002601,觉醒：恶灵卡片,MonsterCard/UI_MonsterCard_Eling.jpg,2,0=36=5|0=66=100,6,,0,0,0,,,,,,,4060026,,1=4060026=1|2=4060026=2|3=4060026=4,1=0=66=50|2=0=66=100|3=0=66=150
406002701,觉醒：风魔巫师卡片,MonsterCard/UI_MonsterCard_Fengmowushi.jpg,3,1=510023192=0,6,,0,0,0,,,,,,,4060027,,1=4060027=1|2=4060027=2|3=4060027=4,1=0=425=50|2=0=425=100|3=1=530123101=0
406002801,觉醒：恶魔之眼卡片,MonsterCard/UI_MonsterCard_Fengmowushi.jpg,3,,6,,0,0,0,,,,,,,4060028,,1=4060028=1|2=4060028=2|3=4060028=4,1=0=14=20|2=0=18=15|3=1=510014203=0
406002901,觉醒：愤怒波波利卡片,MonsterCard/UI_MonsterCard_fennuboboli.jpg,2,4=10016=1,6,,0,0,0,,,,,,,4060029,,1=4060029=1|2=4060029=2|3=4060029=4,1=0=425=40|2=0=425=50|3=0=425=60
406003001,觉醒：迅捷螳螂卡片,MonsterCard/UI_MonsterCard_xunjietanglang.jpg,2,0=18=1|0=65=100,6,,0,0,0,,,,,,,4060030,,1=4060030=1|2=4060030=2|3=4060030=4,1=0=65=40|2=0=65=60|3=0=65=100
406003101,觉醒：鹗枭首领卡片,MonsterCard/UI_MonsterCard_Exiaoshouling.jpg,3,1=510028444=0,6,,0,0,0,,,,,,,4060031,,1=30000051=200|2=4060031=1|3=4060031=2,1=1=530128401=0|2=1=530228402=0|3=1=530328403=0
406003201,觉醒：邪恶使者卡片,MonsterCard/UI_MonsterCard_Xieeshizhe.jpg,2,1=510027939=0,6,,0,0,0,,,,,,,4060032,,1=4060032=1|2=4060032=2|3=4060032=4,1=1=530127901=0|2=1=530227902=0|3=1=530327903=0
406003301,觉醒：蝙蝠弓箭手卡片,MonsterCard/UI_MonsterCard_Bianfugongjianshou.jpg,2,4=10022=1,6,,0,0,0,,,,,,,4060033,,1=4060033=1|2=4060033=2|3=4060033=4,1=0=425=40|2=0=425=50|3=0=425=60
406003401,觉醒：幽灵弓箭手卡片,MonsterCard/UI_MonsterCard_Youlinggongjianshou.jpg,2,0=198=400,6,,0,0,0,,,,,,,4060034,,1=4060034=1|2=4060034=2|3=4060034=4,1=0=198=40|2=0=198=60|3=0=198=100
406003601,觉醒：甜饼人卡片,MonsterCard/UI_MonsterCard_tianbing.jpg,2,0=177=300,6,,0,0,0,,,,,,,4060036,,1=4060036=1|2=4060036=2|3=4060036=4,1=0=177=40|2=0=177=50|3=0=177=60
406003701,觉醒：冰波利卡片,MonsterCard/UI_MonsterCard_Bingboli.jpg,2,0=175=300,6,,0,0,0,,,,,,,4060037,,1=4060037=1|2=4060037=2|3=4060037=4,1=0=14=20|2=0=18=15|3=1=510014203=0
406003801,觉醒：裘卡卡片,MonsterCard/UI_MonsterCard_qiuka.jpg,2,0=173=300,6,,0,0,0,,,,,,,4060038,,1=4060038=1|2=4060038=2|3=4060038=4,1=0=173=40|2=0=173=50|3=0=173=60
407000101,觉醒：树精卡片,MonsterCard/UI_MonsterCard_Shujing.jpg,1,0=47=100,7,,0,0,0,,,,,,,4070001,,1=4070001=1|2=4070001=3|3=4070001=6,1=0=47=100|2=0=48=50|3=0=48=100
407000201,觉醒：小恶魔卡片,MonsterCard/UI_MonsterCard_Xiaoemo.jpg,3,0=14=5|1=510014203=0,7,,0,0,0,,,,,,,4070002,,1=30000051=200|2=4070002=1|3=4070002=2,1=0=14=3|2=0=426=150|3=0=426=250
407000301,觉醒：土拨鼠卡片,MonsterCard/UI_MonsterCard_Tuboshu.jpg,1,0=47=150|0=261=2000,7,,0,0,0,,,,,,,4070003,,1=4070003=1|2=4070003=3|3=4070003=6,1=0=261=1000|2=0=48=50|3=0=48=100
407000401,觉醒：松鼠卡片,MonsterCard/UI_MonsterCard_Songshu.jpg,2,0=47=150|0=265=2000,7,,0,0,0,,,,,,,4070004,,1=4070004=1|2=4070004=3|3=4070004=6,1=0=265=1000|2=0=48=50|3=0=48=100
407000501,觉醒：基尔瑟卡片,MonsterCard/UI_MonsterCard_Jierse.jpg,2,0=183=1000|1=510015415=0,7,,0,0,0,,,,,,,4070005,,1=30000051=200|2=4070005=1|3=4070005=2,1=0=183=500|2=0=426=150|3=0=426=250
407000601,觉醒：狂暴蚁后卡片,MonsterCard/UI_MonsterCard_Kuangbaoyihou.jpg,3,0=22=8|1=510015516=0,7,,0,0,0,,,,,,,4070006,,1=30000051=200|2=4070006=1|3=4070006=2,1=0=22=4|2=0=426=150|3=0=426=250
407000701,觉醒：蜂后卡片,MonsterCard/UI_MonsterCard_Fenghou.jpg,4,0=66=800|1=510022586=0,7,,0,0,0,,,,,,,4070007,,,1=0=66=100|2=0=66=200|3=0=66=500
407000801,觉醒：马尔杜克卡片,MonsterCard/UI_MonsterCard_Maerduke.jpg,3,0=16=3|1=510016930=0,7,,0,0,0,,,,,,,4070008,,1=30000051=200|2=4070008=1|3=4070008=2,1=0=16=3|2=0=426=150|3=0=426=250
407000901,觉醒：法老王卡片,MonsterCard/UI_MonsterCard_Falaowang.jpg,4,0=88=-3000|0=66=800,7,,0,0,0,,,,,,,4070009,,,1=0=66=100|2=0=66=200|3=0=66=500
407001001,觉醒：绿腐尸卡片,MonsterCard/UI_MonsterCard_Lvfushi.jpg,1,0=191=1000,7,,0,0,0,,,,,,,4070010,,1=4070010=1|2=4070010=2|3=4070010=4,1=0=191=100|2=0=191=150|3=0=191=250
407001101,觉醒：长老树精卡片,MonsterCard/UI_MonsterCard_Zhanglaoshujing.jpg,1,0=16=3,7,,0,0,0,,,,,,,4070011,,1=4070011=1|2=4070011=2|3=4070011=4,1=0=16=3|2=0=84=-200|3=0=84=-300
407001201,觉醒：兽人英雄卡片,MonsterCard/UI_MonsterCard_Shourenyingxiong.jpg,4,0=22=8|1=510019556=0,7,,0,0,0,,,,,,,4070012,,,1=0=22=4|2=0=426=200|3=0=426=300
407001301,觉醒：梦魇卡片,MonsterCard/UI_MonsterCard_Mengyan.jpg,3,0=18=3|1=510019657=0,7,,0,0,0,,,,,,,4070013,,1=30000051=200|2=4070013=1|3=4070013=2,1=0=18=2|2=0=426=150|3=0=426=250
407001401,觉醒：蓝鼠卡片,MonsterCard/UI_MonsterCard_Lanshu.jpg,3,0=27=15|0=36=15,7,,0,0,0,,,,,,,4070014,,1=4070014=1|2=4070014=2|3=4070014=4,1=0=421=5|2=0=421=10|3=0=421=20
407001501,觉醒：狂暴大脚熊卡片,MonsterCard/UI_MonsterCard_kuangbaodajiaoxiong.jpg,2,0=22=2|0=184=1000,7,,0,0,0,,,,,,,4070015,,1=4070015=1|2=4070015=2|3=4070015=4,1=0=22=2|2=0=184=200|3=0=184=300
407001701,觉醒：钢鬃巨熊卡片,MonsterCard/UI_MonsterCard_gangzongjuxiong.jpg,3,0=22=5|1=510026121=0,7,,0,0,0,,,,,,,4070017,,1=30000051=200|2=4070017=1|3=4070017=2,1=0=22=3|2=1=530126101=0|3=1=530226102=0
407001801,觉醒：迷幻之王卡片,MonsterCard/UI_MonsterCard_Mihuanzhiwang.jpg,3,0=84=-1000|0=82=-1000|0=48=-500,7,,0,0,0,,,,,,,4070018,,1=30000051=200|2=4070018=1|3=4070018=2,1=1=530032901=0|2=0=84=-500|3=0=82=-500
407001901,觉醒：飞行魔书卡片,MonsterCard/UI_MonsterCard_Feixingmoshu.jpg,2,0=16=1|0=90=200,7,,0,0,0,,,,,,,4070019,,1=4070019=1|2=4070019=2|3=4070019=4,1=0=16=2|2=0=90=100|3=0=90=200
407002001,觉醒：卡拉特小丑卡片,MonsterCard/UI_MonsterCard_Kalatexiaochou.jpg,2,0=16=2|0=49=200,7,,0,0,0,,,,,,,4070020,,1=4070020=1|2=4070020=2|3=4070020=4,1=0=16=1|2=0=49=100|3=0=16=2
407002101,觉醒：邪恶礼盒卡片,MonsterCard/UI_MonsterCard_xieelihe.jpg,2,0=16=2|1=510028747=0,7,,0,0,0,,,,,,,4070021,,1=4070021=1|2=4070021=2|3=4070021=4,1=0=16=1|2=0=16=2|3=1=530128701=0
407002201,觉醒：钟塔守护者卡片,MonsterCard/UI_MonsterCard_zhongtashouhu.jpg,3,0=16=5|0=102=-300,7,,0,0,0,,,,,,,4070022,,1=30000051=200|2=4070022=1|3=4070022=2,1=0=16=1|2=0=16=2|3=0=102=-200
407002301,觉醒：狂暴蜂兵卡片,MonsterCard/UI_MonsterCard_kuangbaofengbing.jpg,2,0=182=1000|0=22=2,7,,0,0,0,,,,,,,4070023,,1=4070023=1|2=4070023=2|3=4070023=4,1=0=22=2|2=0=182=200|3=0=182=300
407002401,觉醒：时间观察者卡片,MonsterCard/UI_MonsterCard_timeguanchazhe.jpg,3,0=37=200|1=510030161=0,7,,0,0,0,,,,,,,4070024,,1=30000051=200|2=4070024=1|3=4070024=2,1=0=37=100|2=1=530030101=0|3=1=530130101=0
401008201,觉醒：卡拉蟹卡片,MonsterCard/UI_MonsterCard_KaLaXie.jpg,2,0=90=500,1,,0,0,0,,,,,,,4010082,,1=4010082=1|2=4010082=2|3=4010082=4,1=0=90=100|2=0=90=150|3=0=90=250
401008301,觉醒：贝壳魔灵卡片,MonsterCard/UI_MonsterCard_BeiKeMoLing.jpg,3,0=37=1000|0=16=5,1,,0,0,0,,,,,,,4010083,,1=30000051=200|2=4010083=1|3=4010083=2,1=0=16=5|2=0=37=200|3=0=37=300
401008401,觉醒：海星卡片,MonsterCard/UI_MonsterCard_HaiXing.jpg,2,0=193=1000,1,,0,0,0,,,,,,,4010084,,1=4010084=1|2=4010084=2|3=4010084=4,1=0=193=100|2=0=193=150|3=0=193=250
401008501,觉醒：流氓卡片,MonsterCard/UI_MonsterCard_LiuMangTouTou.jpg,2,0=59=700|1=510031070=0,1,,0,0,0,,,,,,,4010085,,1=4010085=1|2=4010085=2|3=4010085=4,1=0=55=2|2=0=59=100|3=0=59=200
401008601,觉醒：奈利虫卡片,MonsterCard/UI_MonsterCard_NaiLiChong.jpg,3,0=65=1200,1,,0,0,0,,,,,,,4010086,,1=30000051=200|2=4010086=1|3=4010086=2,1=0=65=100|2=0=65=200|3=0=65=300
401008701,觉醒：流氓头目卡片,MonsterCard/UI_MonsterCard_LiuMang.jpg,3,0=59=1500|1=510030767=0,1,,0,0,0,,,,,,,4010087,,1=30000051=200|2=4010087=1|3=4010087=2,1=0=59=200|2=0=59=400|3=1=530130701=0
401008801,觉醒：半龙人卡片,MonsterCard/UI_MonsterCard_BanLongRen.jpg,4,0=174=1500|1=510030868=0,1,,0,0,0,,,,,,,4010088,,,1=1=530130801=0|2=1=530230802=0|3=1=530030801=0
402002401,觉醒：米杜沙卡片,MonsterCard/UI_MonsterCard_MiDuSha.jpg,2,0=48=500|0=214=1000,2,,0,0,0,,,,,,,4020024,,1=4020024=1|2=4020024=2|3=4020024=4,1=0=48=100|2=0=48=150|3=0=214=500
403003801,觉醒：钟乳巨石怪卡片,MonsterCard/UI_MonsterCard_ZhongRuJuShi.jpg,2,0=264=2000|0=48=400,3,,0,0,0,,,,,,,4030038,,1=4030038=1|2=4030038=2|3=4030038=4,1=0=264=1000|2=0=48=50|3=0=48=150
403003901,觉醒：塔奥群卡卡片,MonsterCard/UI_MonsterCard_TaAoQunKa.jpg,4,0=48=10000|0=33=-4000|0=42=-4000,3,,0,0,0,,,,,,,4030039,,,1=0=48=400|2=0=48=600|3=0=48=1000
403004001,觉醒：米杜沙女王卡片,MonsterCard/UI_MonsterCard_MiDuShaNvWang.jpg,3,0=214=1000|0=48=300|1=510031474=0,3,,0,0,0,,,,,,,4030040,,1=30000051=200|2=4030040=1|3=4030040=2,1=0=48=150|2=0=214=200|3=0=214=300
405002001,觉醒：奈吉鸟卡片,MonsterCard/UI_MonsterCard_NaiJiNiao.jpg,2,0=18=2|0=57=5,5,,0,0,0,,,,,,,4050020,,1=4050020=1|2=4050020=2|3=4050020=4,1=0=57=2|2=0=57=3|3=0=18=1
405002101,觉醒：邪恶摩艾卡片,MonsterCard/UI_MonsterCard_XieEMoAi.jpg,2,0=68=400,5,,0,0,0,,,,,,,4050021,,1=4050021=1|2=4050021=2|3=4050021=4,1=0=68=40|2=0=68=60|3=0=68=100
404002701,觉醒：鳄鱼人卡片,MonsterCard/UI_MonsterCard_EYuRen.jpg,2,0=256=700,4,,0,0,0,,,,,,,4040027,,1=4040027=1|2=4040027=2|3=4040027=4,1=0=256=50|2=0=256=100|3=0=256=200
406004001,觉醒：绿变色龙卡片,MonsterCard/UI_MonsterCard_LvBianSeLong.jpg,2,0=176=300,6,,0,0,0,,,,,,,4060040,,1=4060040=1|2=4060040=2|3=4060040=4,1=0=176=40|2=0=176=50|3=0=176=60
407002501,觉醒：愤怒钟乳巨石怪卡片,MonsterCard/UI_MonsterCard_FenNuJuShi.jpg,3,0=22=8|0=67=500,7,,0,0,0,,,,,,,4070025,,1=30000051=200|2=4070025=1|3=4070025=2,1=0=22=4|2=0=67=100|3=0=67=150
501006301,觉醒：封印的半龙人卡片,MonsterCard/UI_MonsterCard_BanLongRen.jpg,4,0=174=1500|1=510030969=0,1,,0,0,0,,,,,,,5010063,,,1=0=14=20|2=0=18=15|3=1=510014203=0
503000901,觉醒：封印的塔奥群卡卡片,MonsterCard/UI_MonsterCard_TaAoQunKa.jpg,4,0=48=10000|0=33=-6000|0=42=-6000,3,,0,0,0,,,,,,,5030009,,,1=0=14=20|2=0=18=15|3=1=510014203=0
