Id,SkillUuid,Level,NameDesign,Desc,Name,IsIP,TargetType,SkillTargetRangeType,SkillRangeType,SkillHatedType,SkillType,SkillDamType,IsAffectedASPD,ASPDPercent,IsAffectedASPDExtra,IsAoe,PushInterupt,SkillAttr,IsKnockBack,Length,IsRangeAttrImpact,IsRangeWeaponAttrImpact,WeaponTypeLimit,SecondWeaponTypeLimit,Limits,IsDisableCD,EffectExIDs,SkillPanelPos,SpePreSkillRequired,LinkAutoAtack,IsChangeColor,ChangeColor,InteruptSkill,IsUseArrow,IconEx,LimitScene,LimitSceneType,NeedEffectRange,IsEffectExStandalone,IsPassive,AutoBattlePRI,SkillEffectElementEnergy,EnergyTips,AnimationType,SingingAnimation,PreSkillRequired,SkillTypeIcon,Atlas,Icon,SkillDataPath,AITreeName,SkillDesc,SkillDescAdd,SimpleSkillDesc,ActiveCardDesc,AllowUI,LocalizationArea,Skill_Text,SkillID,SkillEffectNum,AttackCount,CreateBuff,PVEDamageRadio,PVEStaticDam,PVEFloatSingingTime,PVEFixSingingTime,PVECoolTime,PVEGroupCoolTimeType,PVEGroupCoolTime,PVPDamageRadio,PVPStaticDam,PVPFloatSingingTime,PVPFixSingingTime,PVPCoolTime,PVPGroupCoolTimeType,PVPGroupCoolTime,LowRange,FarRange,HatredToTarget,HatredPercentToTarget,HatredToMe,HatredPercentToMe,SkillCost,SkillElementEnergy,BattleVehicle,EffectShape,EffectRange,BreakHiding,AshByLua,CostDesc,SkillDescRep,CreateGroupBuff,Hatredcoefficient,SkillTriggerID,PVEConfigData,PVPConfigData,ServerUUIDData,CostSpiritSpheres,ScriptParameter,SkillScriptPrefix,SkillScriptPostfix,SkillGroupID
1000993301,1000993301,1,狮子奋迅,击败帕莎纳：帕莎纳,狮子奋迅,0,4,3,1,1,0,2,0,,0,1,0,0,0,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,击败帕莎纳：帕莎纳,1000993301,1,1,,10000,0,2,0,15,1,0,10000,0,2,0,15,1,0,0,20,100,,,,,,0,0,0,,0,,,,,,,,Dungeon_JiBaiPaShaNa|Monster_PaShaNa_ShiZiFenXun|0|0|0,,,Dungeon_JiBaiPaShaNa/Monster_PaShaNa_ShiZiFenXun,,1000993301
1000993302,1000993302,1,刀刃风暴,击败帕莎纳：帕莎纳,刀刃风暴,0,4,3,1,1,0,2,0,,0,1,0,0,0,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,击败帕莎纳：帕莎纳,1000993302,1,1,,10000,0,2,0,40,1,0,10000,0,2,0,15,1,0,0,20,100,,,,,,0,0,0,,0,,,,,,,,Dungeon_JiBaiPaShaNa|Monster_PaShaNa_DaoRenFengBao|0|0|0,,,Dungeon_JiBaiPaShaNa/Monster_PaShaNa_DaoRenFengBao,,1000993302
1000993303,1000993303,1,火之猎杀,击败帕莎纳：帕莎纳,火之猎杀！,1,1,3,1,1,0,2,0,,0,1,1,3,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,-1,,,,,,,,,,,,,击败帕莎纳：帕莎纳,1000993303,1,999|999|999|999|999|999|999|999|1,,20000,0,0.4,0.1,15,1,2,0,0,0.4,0.1,0,1,2,0,1,100,,,,,,0,0,0,,0,,,,,,,,Dungeon_JiBaiPaShaNa|Monster_PaShaNa_HuoZhiLieSha|0|0|0,,,Dungeon_JiBaiPaShaNa/Monster_PaShaNa_HuoZhiLieSha,,1000993303
1000993304,1000993304,1,召唤随从,击败帕莎纳：帕莎纳,召唤！！,0,4,0,0,1,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,击败帕莎纳：帕莎纳,1000993304,1,1,,0,0,0,0,80,0,0,0,0,0,0,60,0,0,0,30,100,,,,,,0,0,0,,0,,,,,,,,Dungeon_JiBaiPaShaNa|Monster_PaShaNa_ZhaoHuanSuiCong|0|0|0,,,Dungeon_JiBaiPaShaNa/Monster_PaShaNa_ZhaoHuanSuiCong,,1000993304
1000993305,1000993305,1,火狩,击败帕莎纳：帕莎纳,火狩,1,1,3,0,2,0,2,0,,0,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,-1,,2,,,,,,,,,,,击败帕莎纳：帕莎纳,1000993305,1,1,3270701=10000,10000,0,0,0,15,1,1,0,0,0,0,15,1,1,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Dungeon_JiBaiPaShaNa|Monster_PaShaNa_HuoShou|0|0|0,,,Dungeon_JiBaiPaShaNa/Monster_PaShaNa_HuoShou,,1000993305
1000993501,1000993501,1,召唤木乃伊,击败安毕斯：安毕斯,召唤！！,0,4,0,0,1,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,击败帕莎纳：安毕斯,1000993501,1,1,,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,30,100,,,,,,0,0,0,,0,,,,,,,,Dungeon_JiBaiAnBiSi|Monster_AnBiSi_ZhaoHuanMuNaiYi|0|0|0,,,Dungeon_JiBaiAnBiSi/Monster_AnBiSi_ZhaoHuanMuNaiYi,,1000993501
1000995201,1000995201,1,暗·十字审判,抓捕白衣修士:白衣修士,暗·十字审判,0,1,3,0,1,0,2,0,,0,1,1,7,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,抓捕白衣修士:白衣修士,1000995201,1,999,,25000,40,0,2,8,1,1,25000,0,0,2,8,1,1,0,2.5,150,,,,,,0,0,0,,0,,,,,,,,Dungeon_ZhuaBuBaiYiXiuShi|Monster_BaiYiXiuShi_AnShiZiShenPan|0|0|0,,,Dungeon_ZhuaBuBaiYiXiuShi/Monster_BaiYiXiuShi_AnShiZiShenPan,,1000995201
1000995202,1000995202,1,舍命攻击,抓捕白衣修士:白衣修士,舍命攻击,0,4,0,0,1,0,1,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,抓捕白衣修士:白衣修士,1000995202,1,1,,15000,0,0,0,1,1,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Dungeon_ZhuaBuBaiYiXiuShi|Monster_BaiYiXiuShi_SheMingGongJi|0|0|0,,,Dungeon_ZhuaBuBaiYiXiuShi/Monster_BaiYiXiuShi_SheMingGongJi,,1000995202
1000995203,1000995203,1,圣光灌注,抓捕白衣修士:白衣修士,圣光灌注,0,1,0,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,-1,,,,,,,,,,,,,抓捕白衣修士:白衣修士,1000995203,1,1,3403601=10000,0,0,0,0,0,1,2,0,0,0,0,0,1,3,0,7,100,,,,,,0,0,0,,0,,,,,,,,Dungeon_ZhuaBuBaiYiXiuShi|Monster_BaiYiXiuShi_ShengGuangGuanZhu|0|0|0,,,Dungeon_ZhuaBuBaiYiXiuShi/Monster_BaiYiXiuShi_ShengGuangGuanZhu,,1000995203
1000995501,1000995501,1,法阵特效,抓捕白衣修士:法阵,,0,1,3,0,1,0,2,0,,0,1,1,6,0,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,抓捕白衣修士:法阵,1000995501,1,1,,0,0,0,0,0,0,0,10000,1000,0,0,0,0,0,0,1,1,,,,,,0,0,0,,0,,,,,,,,Dungeon_ZhuaBuBaiYiXiuShi|Monster_FaZhen_Effect|0|0|0,,,Dungeon_ZhuaBuBaiYiXiuShi/Monster_FaZhen_Effect,,1000995501
1000997001,1000997001,1,冰箭术,古德拉斯镜像：古德拉斯,冰箭术,1,4,0,1,1,0,2,0,,0,0,1,4,0,0,,,,,,0,,,,0,1,ColorGradient/Color_SkillRim_Bing,,,,,,0,,0,0,,,0,-1,,,,,,,,,,,,,古德拉斯,1000997001,1,1,,30000,200,0,2,8,1,1,30000,0,1.92,0.48,0,1,1.1,0,7,100,,,,,,0,0,0,,0,,,,,,,,Player_Magician|Player_Magician_BingJianShu_05|0|0|0,,,Player_Magician/Player_Magician_BingJianShu_05,,1000997001
1000997002,1000997002,1,雷击术,古德拉斯镜像：古德拉斯,雷击术,1,4,0,1,1,0,2,0,,0,0,1,1,0,0,,,,,,0,,,,0,1,ColorGradient/Color_SkillRim_Lei,,,,,,0,,0,0,,,0,-1,,,,,,,,,,,,,古德拉斯,1000997002,1,1,,30000,200,0,2,8,1,1,30000,0,1.92,0.48,0,1,1.1,0,7,100,,,,,,0,0,0,,0,,,,,,,,Player_Magician|Player_Magician_LeiJiShu_05|0|0|0,,,Player_Magician/Player_Magician_LeiJiShu_05,,1000997002
1000997003,1000997003,1,火箭术,古德拉斯镜像：古德拉斯,火箭术,1,4,0,1,1,0,2,0,,0,0,1,3,0,0,,,,,,0,,,,0,1,ColorGradient/Color_SkillRim_Huo,,,,,,0,,0,0,,,0,-1,,,,,,,,,,,,,古德拉斯,1000997003,1,1,,30000,200,0,2,8,1,1,30000,0,1.92,0.48,0,1,1.1,0,7,100,,,,,,0,0,0,,0,,,,,,,,Player_Magician|Player_Magician_HuoJianShu_05|0|0|0,,,Player_Magician/Player_Magician_HuoJianShu_05,,1000997003
1000997004,1000997004,1,圣灵召唤,古德拉斯镜像：古德拉斯,圣灵召唤,1,4,0,1,1,0,2,0,,0,0,1,8,0,0,,,,,,0,,,,0,1,ColorGradient/Color_SkillRim_Nian,,,,,,0,,0,0,,,0,-1,,,,,,,,,,,,,古德拉斯,1000997004,1,1|1|1|1|1,,7500|7500|7500|7500,2500|2500|2500|2500,0,1,8,1,1,7500|7500|7500|7500,2500|2500|2500|2500,0.4,0.1,0,1,1.6,0,7,100|100|100|100,,,,,,0,0,0,,0,,,,,,,,Player_Magician|Player_Magician_ShengLingZhaoHuan_03|0|0|0,,,Player_Magician/Player_Magician_ShengLingZhaoHuan_03,,1000997004
1000997005,1000997005,1,能量外套,古德拉斯镜像：古德拉斯,能量外套,1,1,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,-1,,,,,,,,,,,,,古德拉斯,1000997005,1,1,200101=10000,0,,0,0,30,0,1,0,,0,0,15,0,1,0,1,100,,,,,,0,0,0,,0,,,,,,,,Player_Magician|Player_Magician_NengLiangWaiTao|0|0|0,,,Player_Magician/Player_Magician_NengLiangWaiTao,,1000997005
1000997006,1000997006,1,暴风雪,古德拉斯镜像：古德拉斯,暴风雪,1,4,2,1,1,0,2,0,,0,1,1,4,0,0,,,,,,0,,,,1,1,ColorGradient/Color_SkillRim_Bing,,,,,,1,,0,0,,,0,-1,,,,,,,,,,,,,古德拉斯,1000997006,1,10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10,200605=0|200605=3500,0|10000,0|27,5,1.6,15,1,5,0|18000,0|0,6.4,1.6,0,1,4,0,7,100,,,,,,0,1,3.9,,0,,,,,,,,Player_Magician|Player_Magician_BaoFengXue|0|0|0,,,Player_Magician/Player_Magician_BaoFengXue,,1000997006
1000997007,1000997007,1,怒雷强击,古德拉斯镜像：古德拉斯,怒雷强击,1,4,2,1,1,0,2,0,,0,1,1,1,1,0,,,,,,0,,,,1,1,ColorGradient/Color_SkillRim_Lei,,,,,,1,,0,0,,,0,-1,,,,,,,,,,,,,古德拉斯,1000997007,1,10|10|10|10,900501=4000|900501=4000|900501=4000|900501=4000,10000|10000|10000|10000,35|35|35|35,5,2.08,15,1,5,42500|42500|42500|42500,0|0|0|0,8.32,2.08,0,1,4,0,7,100,,,,,,0,1,4.4,,0,,,,,,,,Player_Magician|Player_Magician_NuLeiQiangJi_05|0|0|0,,,Player_Magician/Player_Magician_NuLeiQiangJi_05,,1000997007
1000997008,1000997008,1,爆发,古德拉斯镜像：古德拉斯,爆发,1,1,3,0,1,0,2,0,,0,1,0,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,古德拉斯,1000997008,1,5,3403701=10000,0,0,0,0,999,1,0,15000,0,0,0,10,0,0,0,2.5,100,,,,,,0,0,0,,0,,,,,,,,Dungeon_JiBaiGuDeLaSi|Monster_GuDeLaSi_BaoFa|0|0|0,,,Dungeon_JiBaiGuDeLaSi/Monster_GuDeLaSi_BaoFa,,1000997008
1000998501,1000998501,1,所罗门之净化,,所罗门之净化,0,2,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,,,0,0,,,,,,,1,,0,0,,,0,-1,,,Skill_Acolyte,UI_Icon_Skill_Acolyte_TianShiZhiGuang.png,,,,对不死属性和恶魔种族魔物有效,,,,,所罗门之净化,1000998501,1,999,100301=10000|100410=6300,0,0,0,1.5,0,1,1,0,0,1.2,0.3,0,1,1,0,7,100,,,,,,0,0,0,,0,,,,,,,,Dungeon_ChongXianSuoLuoMen|Monster_LuXiEr_JingHua|0|0|0,,,Dungeon_ChongXianSuoLuoMen/Monster_LuXiEr_JingHua,,1000998501
1001500201,1001500201,1,兔子窝召唤,秋夕活动：兔子窝,！,0,1,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,秋夕活动：兔子窝,1001500201,1,999,,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,15,100,,,,,,0,0,0,,0,,,,,,,,Monster_QiuXiJie_Activity|Monster_RabbitNest_Summon|0|0|0,,,Monster_QiuXiJie_Activity/Monster_RabbitNest_Summon,,1001500201
1001500301,1001500301,1,普攻,秋夕活动：乐乐兔,,0,4,0,0,1,0,0,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,秋夕活动：乐乐兔,1001500301,1,1,,10000,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_QiuXiJie_Activity|Monster_LeLeRabbit_Attack|0|0|0,,,Monster_QiuXiJie_Activity/Monster_LeLeRabbit_Attack,,1001500301
1001500401,1001500401,1,普攻,秋夕活动：拉拉兔,,0,4,0,0,1,0,0,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,秋夕活动：拉拉兔,1001500401,1,1,,10000,0,0,0,1,1,0,10000,0,0,0,1,1,0,0,2.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_QiuXiJie_Activity|Monster_HaHaRabbit_Attack|0|0|0,,,Monster_QiuXiJie_Activity/Monster_HaHaRabbit_Attack,,1001500401
1001500402,1001500402,1,萝萝飞星,秋夕活动：拉拉兔,萝萝飞星,0,1,3,0,1,0,1,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,秋夕活动：拉拉兔,1001500402,1,999,,20000,0,0,0,5,0,0,20000,0,0,0,5,0,0,0,15,100,,,,,,0,0,0,,0,,,,,,,,Monster_QiuXiJie_Activity|Monster_HaHaRabbit_LuoLuoFeiXing|0|0|0,,,Monster_QiuXiJie_Activity/Monster_HaHaRabbit_LuoLuoFeiXing,,1001500402
1001500403,1001500403,1,萝萝大冲撞,秋夕活动：拉拉兔,萝萝大冲撞,0,1,3,0,1,0,1,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,秋夕活动：拉拉兔,1001500403,1,999|999|999|999|999|999,,20000|20000|20000|20000|20000|20000,0|0|0|0|0|0,0,0,10,0,0,20000|20000|20000|20000|20000|20000,0|0|0|0|0|0,0,0,10,0,0,0,15,100,,,,,,0,0,0,,0,,,,,,,,Monster_QiuXiJie_Activity|Monster_HaHaRabbit_LuoLuoDaChongZhuangA|0|0|0,,,Monster_QiuXiJie_Activity/Monster_HaHaRabbit_LuoLuoDaChongZhuangA,,1001500403
1001500404,1001500404,1,萝萝爆破,秋夕活动：拉拉兔,萝萝爆破,0,1,3,0,1,0,1,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,秋夕活动：拉拉兔,1001500404,1,999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999,,20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,0,15,0,0,20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000|20000,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,0,15,0,0,0,15,100,,,,,,0,0,0,,0,,,,,,,,Monster_QiuXiJie_Activity|Monster_HaHaRabbit_LuoLuoBaoPo|0|0|0,,,Monster_QiuXiJie_Activity/Monster_HaHaRabbit_LuoLuoBaoPo,,1001500404
1001500405,1001500405,1,萝萝大清扫,秋夕活动：拉拉兔,萝萝大清扫,0,4,0,0,1,0,1,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,秋夕活动：拉拉兔,1001500405,1,999,,20000,0,0,0,30,0,0,20000,0,0,0,30,0,0,0,15,100,,,,,,0,0,0,,0,,,,,,,,Monster_QiuXiJie_Activity|Monster_HaHaRabbit_LuoLuoDaQingSao|0|0|0,,,Monster_QiuXiJie_Activity/Monster_HaHaRabbit_LuoLuoDaQingSao,,1001500405
1001500406,1001500406,1,暴怒,秋夕活动：拉拉兔,暴怒,0,1,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,秋夕活动：拉拉兔,1001500406,1,1,4500101=10000,0,0,0,0,35,0,0,0,0,0,0,35,0,0,0,15,100,,,,,,0,0,0,,0,,,,,,,,Monster_QiuXiJie_Activity|Monster_HaHaRabbit_BaoNu|0|0|0,,,Monster_QiuXiJie_Activity/Monster_HaHaRabbit_BaoNu,,1001500406
1001500407,1001500407,1,暴怒普攻,秋夕活动：拉拉兔,,0,4,0,0,1,0,0,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,秋夕活动：拉拉兔,1001500407,1,999,,10000,0,0,0,1,1,0,10000,0,0,0,1,1,0,0,2.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_QiuXiJie_Activity|Monster_HaHaRabbit_BaoNuAttack|0|0|0,,,Monster_QiuXiJie_Activity/Monster_HaHaRabbit_BaoNuAttack,,1001500407
1001500408,1001500408,1,疯狂逃窜,秋夕活动：拉拉兔,别打了别打了,0,1,3,0,1,0,1,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,秋夕活动：拉拉兔,1001500408,1,1,,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,15,100,,,,,,0,0,0,,0,,,,,,,,Monster_QiuXiJie_Activity|Monster_HaHaRabbit_FengKuangTaoChuan|0|0|0,,,Monster_QiuXiJie_Activity/Monster_HaHaRabbit_FengKuangTaoChuan,,1001500408
1001500409,1001500409,1,萝萝飞星,秋夕活动：副本兔子王,萝萝飞星,0,1,3,0,1,0,1,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,秋夕活动：副本兔子王,1001500409,1,999,,500,0,0,0,5,0,0,500,0,0,0,5,0,0,0,15,100,,,,,,0,0,0,,0,,,,,,,,Monster_QiuXiJie_Activity|Monster_HaHaRabbit_LuoLuoFeiXing|0|0|0,,,Monster_QiuXiJie_Activity/Monster_HaHaRabbit_LuoLuoFeiXing,,1001500409
1001500410,1001500410,1,萝萝大冲撞,秋夕活动：副本兔子王,萝萝大冲撞,0,1,3,0,1,0,1,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,秋夕活动：副本兔子王,1001500410,1,999|999|999|999|999|999,,500|500|500|500|500|500,0|0|0|0|0|0,0,0,10,0,0,500|500|500|500|500|500,0|0|0|0|0|0,0,0,10,0,0,0,15,100,,,,,,0,0,0,,0,,,,,,,,Monster_QiuXiJie_Activity|Monster_HaHaRabbit_LuoLuoDaChongZhuangA|0|0|0,,,Monster_QiuXiJie_Activity/Monster_HaHaRabbit_LuoLuoDaChongZhuangA,,1001500410
1001500411,1001500411,1,萝萝爆破,秋夕活动：副本兔子王,萝萝爆破,0,1,3,0,1,0,1,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,秋夕活动：副本兔子王,1001500411,1,999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999|999,,500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,0,15,0,0,500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500|500,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,0,15,0,0,0,15,100,,,,,,0,0,0,,0,,,,,,,,Monster_QiuXiJie_Activity|Monster_HaHaRabbit_LuoLuoBaoPo|0|0|0,,,Monster_QiuXiJie_Activity/Monster_HaHaRabbit_LuoLuoBaoPo,,1001500411
1001500412,1001500412,1,萝萝大清扫,秋夕活动：副本兔子王,萝萝大清扫,0,4,0,0,1,0,1,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,秋夕活动：副本兔子王,1001500412,1,999,,500,0,0,0,30,0,0,500,0,0,0,30,0,0,0,15,100,,,,,,0,0,0,,0,,,,,,,,Monster_QiuXiJie_Activity|Monster_HaHaRabbit_LuoLuoDaQingSao|0|0|0,,,Monster_QiuXiJie_Activity/Monster_HaHaRabbit_LuoLuoDaQingSao,,1001500412
1001500501,1001500501,1,召唤兔子窝,秋夕活动：拉拉兔召唤物,,0,1,3,0,1,0,1,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,秋夕活动：拉拉兔,1001500501,1,1,,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,15,100,,,,,,0,0,0,,0,,,,,,,,Monster_QiuXiJie_Activity|Monster_HaHaRabbit_TuZiWoSummon|0|0|0,,,Monster_QiuXiJie_Activity/Monster_HaHaRabbit_TuZiWoSummon,,1001500501
1001502501,1001502501,1,水花扫射,万圣活动：淘气之泉一,,0,4,1,0,1,0,2,0,,0,1,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,万圣活动：淘气之泉一,1001502501,1,999,4501301=10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,100,,,,,,0,0,0,,0,,,,,,,,Monter_Halloween_Activity|Monster_Water01|0|0|0,,,Monter_Halloween_Activity/Monster_Water01,,1001502501
1001502601,1001502601,1,水花扫射,万圣活动：淘气之泉二,,0,4,1,0,1,0,2,0,,0,1,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,万圣活动：淘气之泉二,1001502601,1,999,4501401=10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,100,,,,,,0,0,0,,0,,,,,,,,Monter_Halloween_Activity|Monster_Water02|0|0|0,,,Monter_Halloween_Activity/Monster_Water02,,1001502601
1001502701,1001502701,1,水花扫射,万圣活动：淘气之泉三,,0,4,1,0,1,0,2,0,,0,1,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,万圣活动：淘气之泉三,1001502701,1,999,4501501=10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,100,,,,,,0,0,0,,0,,,,,,,,Monter_Halloween_Activity|Monster_Water03|0|0|0,,,Monter_Halloween_Activity/Monster_Water03,,1001502701
1001502801,1001502801,1,幽灵抓取-小,万圣活动：幽灵冒险,,0,1,3,0,1,0,2,0,,0,1,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,万圣活动：幽灵冒险,1001502801,1,1,4507101=10000,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monter_Halloween_Activity|Monster_Ghost_Catch|0|0|0,,,Monter_Halloween_Activity/Monster_Ghost_Catch,,1001502801
1001502803,1001502803,1,幽灵抓取-中,万圣活动：幽灵冒险,,0,1,3,0,1,0,2,0,,0,1,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,万圣活动：幽灵冒险,1001502803,1,1,4507201=10000,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monter_Halloween_Activity|Monster_Ghost_Catch|0|0|0,,,Monter_Halloween_Activity/Monster_Ghost_Catch_02,,1001502803
1001502804,1001502804,1,幽灵抓取-大,万圣活动：幽灵冒险,,0,1,3,0,1,0,2,0,,0,1,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,万圣活动：幽灵冒险,1001502804,1,1,4507301=10000,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monter_Halloween_Activity|Monster_Ghost_Catch|0|0|0,,,Monter_Halloween_Activity/Monster_Ghost_Catch_03,,1001502804
1001502802,1001502802,1,摄魂术,万圣活动：幽灵冒险,,0,4,1,0,1,0,2,0,,0,1,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,万圣活动：幽灵冒险,1001502802,1,999,4501801=10000,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,20,100,,,,,,0,0,0,,0,,,,,,,,Monter_Halloween_Activity|Monster_Ghost_SoulCatch|0|0|0,,,Monter_Halloween_Activity/Monster_Ghost_SoulCatch,,1001502802
1001502901,1001502901,1,跳,万圣活动：淘气之泉-男,,0,1,3,0,2,0,2,0,,0,1,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Common,UI_Icon_Skill_WSJ_Tiao.png,,,跳起1.5秒，可以躲过低位的水花,1.2.3，跳！,,,,,万圣活动：淘气之泉,1001502901,1,1,4501101=10000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,100,,,,,,0,0,0,,0,,,,,,,,Player_Novice|Monter_Halloween_Activity/Monster_Player_Jump|0|0|0,,,Monter_Halloween_Activity/Monster_Player_Jump,,1001502901
